PlotID,Year,Field,Plot,Treat,SDiv,LeftS,ColS,Tot_S,W_m2,Ach_mil,Agr_git,Ant_tin,Cen_cya,Cen_jac,Cic_int,Dau_car,Dip_ful,Ech_vul,Hyp_per,Leu_vul,Mal_mos,Mal_syl,Ori_vul,Pap_rho,Pas_sat,Sil_lat,Tan_vul,Ver_lyc,Ver_tha,Mel_alb,Ono_vic,Ace_pse,Aet_cyn,Agr_sto,Alt_off,Ama_ret,Ana_arv,Ape_spi,Arr_ela,Bor_off,Bra_nap,Cam_pat,Cap_bur,Car_pra,Cen_ery,Cer_sp.,Cha_min,Cha_rec,Che_alb,Che_pol,Che_sp.,Cir_lut,Cir_arv,Cir_vul,Cle_vit,Con_arv,Con_can,Cor_san,Cor_sp.,Cre_bie,Dac_glo,Des_fl,Dig_san,Ech_cru,Ely_rep,Epi_hir,Epi_sp,Epi_wei,Equ_arv,Eri_ann,Eup_hel,Eup_str,Fal_con,Fest,Fil_uli,Gal_cil,Gal_alb,Gal_apa,Ger_rot,Geu_urb,Gle_hed,Gras,Hol_lan,Hyp_rad,Jug_reg,Jun_buf,Jun_sp.,Kic_ela,Kic_spu,Lac_ser,Lam_amp,Lam_pur,Lin_vul,Lol_per,Lot_cor,Lyt_sal,Med_lup,Med_sat,Men_arv,Mer_ann,Myo_arv,Oen_bie,Oro_spp,Oxa_str,Phl_pra,Pla_lan,Pla_maj,Poa_ann,Pol_avi,Pol_mit,Pol_rot,Pop_alb,Pot_rep,Pru_vul,Ran_rep,Rub_sp.,Rum_obt,Sag_ape,Sal_cap,Sal_alb,Scr_nod,Sen_vul,Set_pum,Sin_alb,Sol_nig,Sol_can,Son_arv,Son_asp,Son_ole,Ste_med,Tar_off,Tri_pra,Tri_rep,Trif_ro,Tri_ino,Trit_sp,Urt_dio,Ver_off,Ver_per,Ver_ser,Vic_hir,Vic_sat,Vio_arv,W_m2,ExInt.Inv
197,2008,5,2,no_f,12,9,9,18,1256.410456,20,0,0,0,0.0001,0.0001,1,35,0,0.1,0.0001,40,0.0001,0,0,0,0.0001,10,0.0001,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1256.410456,9
198,2008,5,3,no_f,6,5,9,14,1443.045747,0,0,15,0,25,20,0,0,0,0,0,0,0,8,0.0001,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,5,0,0,0,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.1,0,0,0,0,1443.045747,9
199,2008,5,4,no_f,20,15,8,23,1208.418524,5,0,3,0,10,3,0.0001,30,2,1,2,12,0,0.0001,0,1,10,8,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0.0001,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0001,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1208.418524,8
200,2008,5,5,8mm,2,2,15,17,835.1479429,0.0001,0,0,0,0.0001,0,0,0.0001,35,0.0001,95,0,0.0001,0,0,0,0.0001,3,0,2,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,835.1479429,15
201,2008,5,6,8mm,12,9,13,22,1320.399698,20,0,0,0,0,0,0.1,50,0,1,2,12,0,0,0.0001,0,0.0001,25,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,15,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0.0001,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0.0001,0,0,0,0,0,0,0,0,0.0001,0,0,0,0.0001,1320.399698,13
202,2008,5,7,8mm,6,5,19,24,1597.686416,0.0001,0,35,0,50,20,0,0,0,0,0,0,0.0001,10,0,2,0,20,0,0.0001,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0.0001,0,0,0.0001,10,0,2,0,0,0,0,0,0.0001,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0.1,0,0,0,0,0,0,3,0.0001,0.1,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,1597.686416,19
203,2008,5,8,8mm,20,17,12,29,1544.362047,3,0,5,0,12,5,2,50,1,0.0001,10,12,3,3,1,0.0001,2,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.0001,0,0,0,0,0,0.0001,0,0,0,0.1,0,0,0,0.0001,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0.0001,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,1544.362047,12
204,2008,5,9,25mm,2,2,26,28,1080.440039,1,0,0,0,0.0001,0,0,0.0001,30,2,80,0,0.0001,0.0001,0.01,0.0001,0,0.0001,1,0.0001,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.0001,0,0,0,0,0,0.0001,0,0,0,0,0.0001,0,8,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0.0001,0.0001,0,0,0,0,0,0,0,0.1,0,0,0,0,1080.440039,26
205,2008,5,10,25mm,12,10,15,25,1368.39163,8,0,0,0.1,5,0,0.1,60,0,0.0001,0,5,0,0,0.1,0,1,5,0.0001,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,8,0,0.0001,0,0,0,0,0,0.0001,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.0001,0.0001,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0.0001,0,0.0001,0.0001,0,0,0,0,0,0,0,0.1,0,0,0,0,1368.39163,15
206,2008,5,11,25mm,6,6,12,18,1640.345911,0.0001,0,12,0,50,50,0.0001,0.0001,0,0,0,0,0,8,0,0.0001,25,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0.0001,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,1640.345911,12
207,2008,5,12,25mm,20,16,6,22,1379.056504,10,0,5,0,15,3,2,40,10,0.0001,5,8,0.0001,3,0,0,2,10,0.0001,8,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,1379.056504,6
209,2008,6,1,8mm,6,6,13,19,1053.777855,15,0,0,0,0,40,0.0001,0,0,0,0,8,10,1,0,0,0.0001,8,0,2,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.1,0,0,0,0,0,0,0,0,5,0,0.1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,1053.777855,13
210,2008,6,2,8mm,2,2,21,23,723.1667685,0.0001,0,0,0.1,0,0.0001,0,0,0,0,0,0,0.0001,0,0.0001,0,40,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,1,0,0,0,0,0,8,0.0001,0,0,25,0,0,0,0,0,0,0,0,0,0,40,0.0001,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,1,0.0001,8,0,0,0,0,0,0,0,0.1,0,0,0,0.1,723.1667685,21
211,2008,6,3,8mm,20,15,6,21,1235.080708,10,0,25,0,25,5,2,25,12,1,0,2,2,1,0,1,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0.0001,0.0001,0,0,0,0,0,0,0,0.1,0,0,0,0,1235.080708,6
212,2008,6,4,8mm,12,10,6,16,1416.383562,2,0,25,0,15,0,3,35,5,2,5,12,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1416.383562,6
213,2008,6,5,no_f,6,6,12,18,1064.442728,20,0,0,0,0,30,0,0.0001,0,0.0001,0,0,12,8,0,0,0.0001,25,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,3,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0001,2,0,0,0,0,0,0,0,0,0,0,0,1064.442728,12
214,2008,6,6,no_f,2,1,16,17,627.1829046,0,0,0,0,0,0.0001,0.0001,0,0,0,0,0,2,0,0,0,20,0.0001,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.0001,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,10,0,0,0,0.0001,0,0,0,40,0,0,0,0,0,0,0,3,0,0,0,0,627.1829046,16
215,2008,6,7,no_f,20,15,7,22,1011.11836,2,0,3,0,5,10,5,25,0.0001,2,0,8,0.0001,2,0,0,3,3,0.0001,0.0001,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1011.11836,7
216,2008,6,8,no_f,12,10,9,19,1112.43466,0.0001,0,20,0,20,0,8,40,12,0.0001,10,12,8,0,0,0.0001,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,2,0,0.1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0.1,0,0,0,0,1112.43466,9
217,2008,6,9,25mm,6,6,11,17,1043.112981,30,0,0,0,0,50,0.0001,0,0,0,0,0,5,5,0,0,0,8,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.0001,0,0.0001,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,2,0,0,0,0,0,0,0,0.1,0,0,0,0,1043.112981,11
218,2008,6,10,25mm,2,1,19,20,584.5234098,0.0001,0,0,0,0,0.0001,0.0001,0,0,0,0,0,2,0.0001,0.0001,0,10,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,3,0.0001,0,3,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,40,0,5,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0.1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,584.5234098,19
219,2008,6,11,25mm,20,14,9,23,920.4669328,2,0,2,0,2,5,8,20,2,2,0,10,0,3,0,0,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0.1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0.0001,0,0,0,0,920.4669328,9
220,2008,6,12,25mm,12,9,8,17,877.807438,0,0,10,0,20,0,5,45,12,1,8,20,0.0001,0,0,0,0.0001,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0.0001,0,0,0,0,877.807438,8
222,2008,7,1,25mm,12,10,15,25,1213.750961,0.0001,0,2,0,8,5,0,30,0.0001,0.0001,0,0.0001,0,0.0001,0,2,0.0001,0.0001,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0001,0.0001,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0001,2,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0.1,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1213.750961,15
223,2008,7,2,25mm,20,14,8,22,915.1344959,2,0,5,0,15,8,8,15,12,0,0.01,2,5,0,0,1,3,3,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0.1,0,0,5,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,915.1344959,8
224,2008,7,3,25mm,6,5,12,17,840.4803798,0,0,0,0,0,0,12,0,50,0,10,20,0,0,0,0,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0.0001,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0.0001,0,0,0,0.0001,0,0,0,0.0001,0,0.0001,0,0,0,0,0,0,0,0,0,0,840.4803798,12
225,2008,7,4,25mm,2,2,22,24,1032.448107,0.01,0.01,0,0,0.0001,0,0.1,0.0001,0,0,0,0,5,0,1,0,0,0.0001,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20,0,0,0,0,0,0,2,10,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0.0001,0,0,0.0001,0,0,0,0,0,0.0001,0,10,0,0,0,0,0,20,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0.0001,0,0,0,0,0,1032.448107,22
226,2008,7,5,8mm,12,8,28,36,1069.775165,3,0,3,0,8,8,0.1,15,0,0.0001,5,0,5,0,5,0,2,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0.0001,0,0,0,3,0,0,0,3,0,0,0.1,0.0001,0,3,0,0,0,0,0,1,0,0,0,0,0,0.0001,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0001,0,0.0001,0.0001,0,0.0001,0.0001,0,0,0.0001,0,0,0,20,0,0,0,0,0.01,0.1,0,0.0001,0,0,0,0,0,1,0,0,0,0,0,0,0.0001,5,0,0,0,0,1069.775165,28
227,2008,7,6,8mm,20,17,15,32,1107.102224,5,0,15,0,5,20,8,20,3,3,8,10,8,5,0,2,3,3,5,0.0001,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0.0001,0,0,0,0,0,1,0,0,0,0,0,0,2,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0.0001,0,0,5,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1107.102224,15
228,2008,7,7,8mm,6,5,16,21,1091.104913,0,0,0,0,0,0,50,0,10,0,0,15,0,0,0,0,8,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0.0001,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,1,0,0.1,0,0,0,0,0,0,0,0.0001,0,0,0,0,0.0001,0.0001,0,0,0,0.0001,0,0,0.1,0,0,0,0,0,0,0.01,1,0,0,0,0,0,1091.104913,16
229,2008,7,8,8mm,2,2,32,34,1053.777855,0.0001,0.0001,0.0001,0,0.0001,0.0001,3,0.0001,0,0.0001,0.0001,0,10,0,0.0001,0,0.0001,0.0001,0,0.0001,0,0,0,0,10,0,0.1,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,5,0,0,0,0,0,0,20,0.0001,0,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,1,0,0,5,0,2,0,0,0,0,0,1,0,0.0001,0,0,0,0,0.1,20,0,0,0,20,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,1053.777855,32
230,2008,7,9,no_f,12,11,15,26,1171.091466,25,0,5,0,20,15,0,10,0,1,5,0,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0.0001,1,0.1,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0.0001,0,0,0,2,0,0,0.1,0,0.01,0,0,0,0,0,0,0,0,0,0,0,1171.091466,15
231,2008,7,10,no_f,20,16,12,28,1059.110292,15,2,10,0,8,5,1,8,0.0001,0,3,8,1,2,0,1,1,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,3,0,0,0,0,0,0,0,0.0001,0,0.0001,0,0,0.0001,0,0.0001,0,0,0,0,0,1,0,0.0001,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,1059.110292,12
232,2008,7,11,no_f,6,6,9,15,808.4857585,0,0,0,0,0,0,60,0,15,0,0,30,0,0,2,0,8,0,10,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0001,0,0.0001,0,0,0,0,0,0,0,0,0,0,808.4857585,9
233,2008,7,12,no_f,2,2,26,28,947.1291172,0,1,0,0,0,0,25,0.0001,20,0,0,0,25,0,1,0,0.0001,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0.0001,0.0001,0.0001,0,0,0,0,0,0,1,0,0,0,0,0,0,10,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0.0001,0,0.0001,0,0,0,2,0,0,0,0,0,0,0,0,0,0.0001,0,0,0.0001,0,0.0001,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,5,0,0,0,3,0,0,0,5,0,0.0001,0,0,0,0,0.0001,0.0001,0,0,0,0,947.1291172,26
235,2008,8,1,8mm,6,4,18,22,1037.780544,0,0,0,0,0.0001,0,0,50,30,0,0,0,10,0,0,0,0,0.0001,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0001,0,0,0,0,0,0,0.0001,0,0,0,0,0.0001,0,0,0.01,0,1,0,0,0.1,15,0,0.0001,0,0,0,0,0,0.1,0,0,0,0,1037.780544,18
236,2008,8,2,8mm,20,14,5,19,1560.359358,5,0,1,0,8,60,8,8,12,1,3,0.01,0.01,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1,0,0,0,0,0,0,0,0.1,0,0,0,0,1560.359358,5
237,2008,8,3,8mm,2,1,14,15,2349.560016,0.0001,0,90,0,1,3,1,2,5,0,0.0001,1,0,0.0001,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,2349.560016,14
238,2008,8,4,8mm,12,11,14,25,1805.651454,5,1,0.0001,0,10,80,3,0.0001,0,0.1,3,0,0.0001,5,0,0.0001,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0.0001,0,0,0,0,0,0,0.0001,0,0,0.0001,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0.0001,0.0001,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,1805.651454,14
